Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Grade,Electricity_Availability,Internet_Accessibility,Peer_Influence,Community_Beliefs,Family_Support,Home_Study_Environment,Motivation_Level,Lecture_Quality,Physical_Health,Psychological_State
25,Male,7.57,81.3,7.5,5.9,6.5,1.71,Yes,Offline,Good,Good,Yes,2,Middle,5.4,A,0.71,1,Neutral,2.5,3.1,3.3,4.0,4.2,5.0,4.2
20,Female,6.95,81.8,6.6,5.9,3.0,2.35,No,Offline,Good,Average,No,1,Middle,2.0,A,0.54,2,Positive,2.2,5.0,2.8,2.8,3.6,5.0,3.6
26,Male,4.95,89.9,7.5,3.6,4.2,1.96,No,Online,Good,Good,Yes,3,Middle,5.1,A,0.2,2,Positive,3.0,4.0,2.6,3.8,5.0,5.0,1.7
22,Female,6.29,88.5,7.3,6.8,3.8,2.07,No,Hybrid,Good,Excellent,No,3,Low,3.5,A,0.43,1,Positive,3.8,1.5,3.7,4.1,2.5,4.5,1.8
22,Female,7.01,85.1,6.4,6.4,2.2,1.98,No,Offline,Good,Poor,Yes,2,Low,2.8,A,0.25,1,Positive,3.4,1.5,4.6,4.0,2.4,4.4,2.2
24,Female,6.27,86.6,6.4,4.8,1.9,1.68,No,Offline,Poor,Good,No,2,Low,3.1,A,0.75,2,Positive,3.6,2.4,4.6,2.7,3.6,3.5,2.2
19,Female,3.99,82.9,8.7,2.0,2.8,1.96,No,Offline,Average,Good,Yes,3,High,4.0,A,0.38,0,Neutral,1.7,2.9,3.8,3.1,3.6,5.0,3.5
20,Female,5.7,93.5,8.1,5.2,2.0,1.64,Yes,Hybrid,Poor,Good,No,1,Middle,2.6,A,0.58,0,Neutral,2.4,3.7,3.6,3.6,2.6,4.4,3.0
25,Male,5.58,69.4,6.8,3.5,5.9,1.76,No,Online,Poor,Good,Yes,1,Low,5.8,C,0.67,0,Negative,4.2,2.6,5.0,3.1,3.6,3.3,2.1
25,Female,5.9,100.0,6.9,2.2,3.2,1.74,Yes,Offline,Good,Good,No,1,Middle,3.7,A,0.31,2,Neutral,1.8,3.1,3.7,5.0,1.8,4.9,3.3
28,Female,3.24,86.3,7.9,6.5,2.2,2.05,Yes,Offline,Good,Excellent,Yes,4,Low,4.4,A,0.49,1,Positive,2.2,1.6,3.0,4.0,3.4,3.9,3.1
25,Male,5.84,67.0,6.6,5.0,4.7,2.0,Yes,Hybrid,Average,Poor,No,3,Low,4.2,A,0.37,1,Neutral,3.6,3.3,3.9,2.7,2.3,5.0,3.0
18,Male,5.32,83.2,7.9,5.3,4.6,1.44,Yes,Offline,Poor,Good,No,2,Middle,4.9,C,0.59,1,Positive,1.2,3.6,4.1,3.1,2.7,5.0,2.5
24,Male,5.78,97.6,7.5,5.8,5.9,1.85,Yes,Offline,Average,Poor,Yes,2,Middle,2.5,A,0.27,0,Positive,2.0,3.2,4.0,2.6,2.0,5.0,3.2
20,Female,5.71,74.3,6.4,2.8,4.7,1.71,Yes,Offline,Good,Average,Yes,1,Middle,1.1,A,0.96,1,Positive,3.8,3.2,5.0,4.8,2.3,4.9,4.3
29,Male,2.43,85.7,4.2,1.8,2.5,1.24,No,Offline,Average,Average,No,1,Middle,6.0,B,0.66,1,Positive,1.5,4.1,3.0,2.8,2.1,3.6,3.0
21,Female,7.01,79.7,8.6,6.3,4.0,1.67,No,Offline,Poor,Average,No,3,Middle,3.6,A,0.97,0,Positive,2.2,3.0,3.2,3.9,3.5,2.5,1.6
21,Male,6.79,95.1,8.3,3.2,4.2,1.96,No,Hybrid,Average,Excellent,Yes,2,Middle,3.3,A,0.74,1,Neutral,3.6,3.7,4.6,3.5,4.7,5.0,2.8
21,Male,2.62,82.8,4.7,5.8,4.5,1.64,No,Offline,Average,Excellent,No,1,Middle,7.5,C,0.46,2,Neutral,1.9,2.0,4.1,3.1,1.5,4.2,1.4
19,Female,5.1,74.2,7.3,4.9,7.0,1.2,No,Online,Average,Average,Yes,2,Middle,2.4,A,0.77,0,Neutral,3.9,2.5,3.1,3.8,3.7,5.0,2.8
17,Male,3.59,85.0,6.0,5.3,4.0,1.58,No,Offline,Average,Good,Yes,0,Middle,4.6,B,0.82,1,Positive,3.3,3.2,5.0,3.9,3.9,5.0,3.0
25,Female,4.38,85.2,7.5,5.5,7.0,2.35,Yes,Online,Average,Good,Yes,2,Middle,2.7,A,0.75,1,Positive,2.7,2.3,4.4,3.1,2.8,4.4,3.4
24,Female,7.28,81.5,9.5,4.9,3.1,1.7,No,Hybrid,Good,Excellent,No,1,Middle,5.1,A,0.56,2,Neutral,1.1,4.4,3.2,3.8,1.8,5.0,1.9
18,Female,6.34,74.9,10.0,2.2,4.0,1.37,Yes,Hybrid,Good,Good,No,2,Low,1.0,A,0.29,2,Positive,3.0,3.5,3.0,3.8,2.1,5.0,3.0
24,Male,9.23,66.4,7.9,2.1,2.6,1.98,Yes,Online,Good,Poor,No,3,Low,5.4,A,0.78,1,Neutral,1.4,3.6,2.0,4.4,3.6,5.0,4.6
22,Female,5.46,80.0,8.1,5.9,3.6,1.81,No,Online,Poor,Good,No,3,Middle,6.7,B,0.77,0,Positive,1.3,3.5,4.3,3.8,2.4,4.5,2.7
20,Female,3.04,64.2,6.5,1.0,3.6,1.62,No,Offline,Average,Good,Yes,1,Middle,3.2,B,0.46,0,Positive,3.4,3.6,2.6,2.3,2.8,4.3,4.0
19,Female,5.49,71.8,8.0,5.2,6.3,1.84,Yes,Offline,Average,Good,No,1,Middle,5.6,C,0.28,0,Neutral,3.3,3.1,3.1,2.9,1.3,3.2,2.9
25,Female,0.39,81.2,7.9,6.3,3.3,1.88,No,Hybrid,Average,Excellent,No,1,High,3.7,B,0.78,2,Positive,1.0,2.1,4.3,1.5,3.5,4.7,3.7
23,Female,8.81,91.1,8.3,2.6,4.8,1.57,No,Online,Good,Excellent,Yes,2,Middle,4.3,A,0.34,2,Positive,2.7,2.8,5.0,3.5,4.0,4.9,2.9
21,Female,5.77,89.3,7.0,1.7,0.7,1.8,No,Offline,Good,Good,Yes,2,High,4.6,A,0.49,1,Neutral,3.5,3.2,5.0,4.6,2.1,4.1,2.2
22,Female,6.13,62.9,6.3,2.8,4.5,2.16,Yes,Offline,Average,Good,No,0,Middle,2.5,A,0.77,0,Neutral,3.3,2.2,2.1,2.8,2.4,3.6,2.0
18,Male,5.54,90.1,8.2,2.6,0.8,1.61,Yes,Offline,Poor,Excellent,No,2,Low,1.6,A,0.25,1,Neutral,3.2,4.4,2.3,3.7,1.5,2.7,3.7
21,Male,3.53,59.7,8.1,6.6,2.4,2.2,Yes,Online,Average,Average,Yes,2,High,6.0,A,0.24,1,Neutral,2.7,1.6,4.0,1.8,2.7,3.5,1.9
18,Male,4.99,82.5,6.9,5.8,6.2,1.29,No,Offline,Good,Average,Yes,1,High,7.8,B,0.21,0,Positive,4.1,1.8,3.7,3.1,3.1,3.8,1.2
19,Male,3.66,81.4,6.7,3.5,2.8,1.98,Yes,Offline,Poor,Average,Yes,3,Middle,4.8,A,0.73,2,Neutral,3.2,3.0,5.0,3.0,3.2,3.2,2.9
22,Male,4.2,89.2,4.4,4.3,5.9,1.77,Yes,Online,Average,Excellent,Yes,0,Low,6.4,C,0.68,1,Neutral,4.1,3.2,2.7,2.5,4.1,4.0,1.9
26,Male,5.87,82.1,5.2,5.0,3.4,1.69,No,Offline,Average,Good,Yes,1,Low,3.9,B,0.46,1,Neutral,3.0,2.2,3.2,4.1,4.2,4.9,2.6
20,Female,2.8,90.9,6.9,5.1,5.4,1.57,Yes,Hybrid,Good,Average,No,2,High,5.2,B,0.83,0,Neutral,1.9,2.3,3.7,2.1,3.5,4.6,2.2
19,Male,8.46,74.4,7.4,7.4,2.7,1.64,No,Offline,Average,Excellent,No,1,Low,4.3,A,0.41,2,Positive,3.2,2.2,3.4,2.8,1.4,3.2,3.8
22,Female,3.06,79.2,5.4,6.5,2.7,1.27,No,Online,Good,Good,Yes,1,Middle,5.7,C,0.48,1,Negative,1.7,2.6,3.3,1.2,3.5,4.1,2.0
25,Male,6.83,89.2,6.6,5.2,4.8,1.69,Yes,Hybrid,Poor,Excellent,No,1,Middle,7.1,A,0.44,1,Positive,3.4,3.2,4.3,3.1,1.6,3.6,2.8
23,Male,3.9,75.1,6.3,6.7,3.6,1.75,No,Online,Good,Poor,Yes,3,Low,4.5,A,0.11,0,Neutral,4.9,1.9,2.5,1.6,2.9,5.0,1.7
25,Male,2.68,75.0,6.4,4.4,0.8,1.47,Yes,Offline,Average,Good,Yes,2,Middle,5.7,B,0.42,0,Neutral,3.1,2.5,3.0,3.4,3.3,4.1,2.6
21,Male,5.92,81.1,8.4,6.7,4.4,1.78,No,Offline,Poor,Good,No,2,Middle,4.3,B,0.22,0,Neutral,2.9,2.8,5.0,4.5,2.6,4.7,1.3
23,Female,5.47,65.0,8.3,5.5,3.8,1.46,No,Online,Good,Good,Yes,1,Middle,4.8,B,0.35,2,Positive,3.9,3.6,4.7,4.7,4.5,5.0,4.2
18,Female,4.69,78.1,4.7,3.0,5.9,1.85,No,Offline,Average,Good,Yes,1,Middle,6.5,A,0.73,0,Neutral,3.3,3.8,5.0,4.4,2.7,4.2,1.3
20,Male,5.01,70.2,8.3,5.4,5.1,2.35,Yes,Online,Poor,Excellent,No,0,High,4.5,A,0.18,1,Neutral,5.0,3.0,3.0,2.3,3.1,4.8,2.7
20,Male,3.88,95.1,7.5,6.6,4.7,1.93,No,Offline,Average,Average,Yes,2,Middle,5.1,B,0.4,1,Positive,3.0,1.0,2.6,2.6,4.4,4.4,2.2
21,Male,5.96,93.0,6.6,4.3,2.7,1.07,No,Hybrid,Average,Excellent,No,2,Middle,3.7,A,0.39,2,Neutral,3.3,2.2,1.7,3.0,2.2,3.9,1.0
26,Female,4.15,87.5,7.9,3.0,2.9,1.66,No,Online,Poor,Average,Yes,2,Middle,2.9,A,0.62,1,Positive,4.0,2.4,4.1,2.4,2.7,4.2,3.3
25,Female,5.14,100.0,7.2,10.0,3.9,1.6,No,Hybrid,Average,Average,Yes,1,Low,3.3,C,0.25,2,Positive,1.5,2.8,3.7,2.2,4.1,4.6,2.6
18,Female,7.3,82.5,8.5,4.8,6.0,2.06,No,Online,Poor,Poor,No,3,High,2.4,A,0.71,0,Neutral,3.7,1.9,3.5,3.5,3.5,3.7,3.7
18,Female,2.45,76.8,7.3,3.0,3.1,1.46,Yes,Offline,Good,Average,No,2,Middle,7.2,C,0.33,2,Neutral,2.6,1.8,3.9,2.7,3.1,5.0,3.2
20,Female,3.94,83.9,6.2,2.0,3.9,1.8,No,Hybrid,Average,Average,Yes,3,Middle,5.4,A,0.75,1,Neutral,2.7,3.5,2.4,3.7,1.4,5.0,3.3
19,Male,3.73,83.6,5.9,7.4,3.7,1.6,Yes,Offline,Good,Excellent,No,2,Middle,3.0,B,0.64,1,Positive,3.8,2.8,5.0,2.4,2.7,4.2,2.0
22,Male,3.48,77.6,8.4,7.0,5.0,1.29,No,Offline,Poor,Good,No,1,Middle,7.6,C,0.59,1,Neutral,2.3,1.8,2.9,2.1,1.8,2.7,3.6
25,Female,2.38,84.1,4.5,4.6,7.4,1.64,Yes,Offline,Poor,Good,No,1,Low,8.8,C,0.34,1,Positive,2.8,2.5,2.4,2.9,3.8,4.7,1.6
27,Female,4.51,68.4,7.5,7.5,9.0,1.93,Yes,Offline,Poor,Good,Yes,1,High,7.7,C,0.28,2,Positive,2.8,3.7,3.0,3.3,3.0,4.1,3.3
22,Female,5.35,70.7,10.0,6.8,3.2,1.59,No,Hybrid,Good,Poor,No,2,Low,6.8,B,0.44,0,Positive,2.9,1.4,4.2,3.2,1.2,5.0,2.4
24,Female,4.82,83.2,7.9,1.7,3.3,2.23,No,Offline,Good,Average,No,3,Middle,5.3,A,0.77,1,Positive,2.3,2.4,4.7,3.5,1.2,5.0,3.3
21,Male,1.86,68.2,7.6,5.6,2.3,1.68,No,Offline,Good,Good,No,1,Middle,5.0,C,0.32,1,Neutral,3.6,3.1,3.6,2.6,2.3,4.5,3.5
19,Female,6.39,91.5,6.2,7.5,3.3,1.47,Yes,Offline,Good,Good,No,0,Middle,5.7,B,0.78,2,Positive,1.8,2.5,5.0,4.5,1.6,4.3,2.5
21,Female,6.44,84.7,4.8,5.3,6.1,1.61,Yes,Online,Poor,Good,Yes,2,High,3.5,B,0.83,1,Positive,1.1,2.7,4.7,2.6,2.4,3.4,2.4
21,Male,5.17,74.4,6.6,6.0,5.3,2.39,No,Online,Average,Good,No,2,Middle,3.2,A,0.33,0,Neutral,2.7,1.4,3.8,3.2,3.5,5.0,1.3
23,Female,3.04,91.5,8.6,7.0,2.4,1.43,Yes,Offline,Poor,Good,No,1,High,6.2,C,0.63,0,Neutral,3.5,1.7,4.7,3.0,2.1,3.9,3.1
19,Female,3.32,82.8,3.0,8.1,2.6,1.79,Yes,Hybrid,Poor,Good,No,1,Middle,7.1,C,0.9,2,Negative,3.6,2.0,3.7,1.7,3.7,2.2,1.0
20,Male,8.9,97.0,5.6,6.0,4.7,2.1,No,Online,Poor,Excellent,No,3,High,4.3,A,0.43,2,Positive,3.3,4.1,2.4,3.4,2.5,3.8,2.7
20,Male,8.45,78.4,6.4,6.6,3.0,1.68,No,Hybrid,Average,Average,No,2,Middle,1.5,A,0.69,2,Neutral,2.7,2.1,3.7,3.5,3.3,5.0,2.2
27,Male,5.96,75.1,6.7,6.1,2.7,1.66,Yes,Hybrid,Average,Good,No,3,Middle,3.8,A,0.27,2,Positive,3.4,1.4,1.8,2.2,1.4,3.6,1.5
20,Female,3.2,84.8,5.2,2.3,3.7,1.7,Yes,Offline,Good,Good,No,1,High,5.4,B,0.59,1,Neutral,2.9,2.8,4.9,2.9,4.0,4.2,2.8
23,Male,7.52,70.2,8.0,7.1,2.7,2.15,Yes,Online,Good,Excellent,No,2,Low,5.0,A,0.32,1,Positive,2.9,1.9,3.5,1.9,4.3,5.0,1.8
23,Female,5.37,90.7,5.5,6.2,3.4,1.9,No,Offline,Average,Average,No,3,Low,5.5,A,0.56,2,Positive,1.0,3.0,2.7,4.1,2.7,4.4,2.8
19,Female,8.34,84.2,7.1,1.8,3.4,1.67,Yes,Offline,Good,Good,No,2,High,4.2,A,0.86,0,Positive,2.6,1.1,4.1,2.6,2.4,3.6,2.9
21,Male,3.87,48.0,5.1,7.3,3.6,1.43,No,Offline,Good,Average,No,2,High,5.9,D,0.57,0,Negative,1.0,1.9,4.5,2.2,3.0,5.0,3.4
25,Female,5.94,80.1,7.3,4.3,3.9,1.25,Yes,Online,Average,Good,Yes,2,High,5.6,B,0.54,1,Positive,5.0,4.0,4.6,1.7,2.7,3.4,2.8
21,Non-Binary,4.59,82.3,6.4,5.1,3.8,1.54,No,Online,Good,Average,No,2,Middle,3.5,A,0.3,1,Positive,3.9,3.2,3.7,4.4,2.5,4.6,3.3
26,Male,6.5,68.1,4.8,6.3,3.1,1.26,No,Hybrid,Poor,Poor,No,2,Middle,6.5,B,0.88,0,Neutral,4.2,2.6,2.7,4.4,5.0,4.8,3.7
19,Male,3.75,77.2,6.6,5.5,2.5,1.76,Yes,Hybrid,Good,Good,No,1,Middle,5.0,B,0.97,0,Neutral,2.5,2.2,2.7,4.2,4.0,4.4,2.2
17,Female,6.83,76.9,8.0,8.1,4.4,1.85,Yes,Offline,Average,Average,No,3,Middle,3.3,A,0.61,0,Positive,2.9,2.8,3.5,2.7,3.4,5.0,1.3
25,Female,4.24,60.4,8.2,6.1,2.9,2.03,Yes,Hybrid,Average,Average,Yes,2,Middle,3.8,B,0.96,2,Neutral,1.7,3.1,4.9,3.8,3.3,5.0,2.8
24,Male,3.24,82.9,8.2,7.5,5.6,2.04,Yes,Hybrid,Good,Average,Yes,3,Low,6.9,B,0.69,0,Positive,1.8,1.5,3.3,2.0,1.3,4.2,1.9
29,Male,6.14,79.7,5.9,2.7,6.6,1.99,No,Offline,Poor,Poor,Yes,2,Middle,4.8,A,0.11,1,Neutral,2.7,4.0,4.1,4.0,2.6,4.1,3.7
22,Male,5.47,73.4,8.5,4.6,3.8,1.86,No,Hybrid,Poor,Excellent,Yes,0,Middle,7.8,B,0.25,2,Neutral,2.4,4.6,4.9,3.5,2.5,5.0,4.0
26,Non-Binary,0.8,76.1,7.1,3.0,4.3,1.71,No,Offline,Average,Good,Yes,1,Middle,5.8,B,0.41,1,Neutral,3.5,2.7,3.0,2.8,4.1,4.8,2.8
24,Male,4.92,80.6,7.5,5.5,4.5,1.93,No,Hybrid,Average,Excellent,No,2,Middle,5.9,A,0.66,1,Neutral,3.4,1.9,2.5,2.3,2.0,5.0,2.6
24,Female,5.21,91.0,8.1,4.4,4.8,1.21,No,Offline,Good,Good,Yes,4,High,1.7,A,0.21,1,Positive,2.6,3.5,4.5,3.7,3.4,5.0,2.1
21,Female,5.37,84.7,5.1,4.2,5.6,1.56,No,Online,Average,Excellent,No,4,Middle,4.3,A,0.63,1,Positive,3.8,3.6,5.0,3.5,2.2,3.0,3.4
20,Male,9.07,77.6,7.9,5.5,3.0,2.36,No,Online,Good,Good,Yes,2,Middle,3.6,A,0.83,2,Positive,1.8,2.5,4.1,3.4,3.3,5.0,3.1
26,Female,3.72,76.6,5.4,5.7,5.8,1.17,Yes,Online,Average,Good,Yes,0,Middle,7.8,D,0.47,0,Positive,1.7,1.7,3.1,3.7,2.4,3.3,1.0
20,Male,4.97,75.2,7.9,1.9,2.4,1.93,No,Hybrid,Average,Good,No,1,Low,4.7,A,0.54,1,Neutral,3.5,3.6,4.6,2.6,3.2,3.6,5.0
21,Female,1.62,89.7,6.7,3.2,2.3,1.44,Yes,Hybrid,Good,Good,Yes,2,Middle,7.0,C,0.64,0,Neutral,3.5,1.0,4.3,2.0,3.2,5.0,2.5
20,Male,2.1,83.8,7.8,2.9,1.1,1.47,Yes,Hybrid,Poor,Good,No,4,Middle,8.0,B,0.61,1,Negative,3.8,3.2,4.0,2.3,3.4,3.6,2.7
21,Female,3.86,75.0,6.4,4.1,4.7,2.02,No,Offline,Average,Average,Yes,3,Middle,3.8,B,0.41,2,Neutral,1.6,1.0,3.4,2.2,4.1,4.6,2.2
21,Female,4.74,93.7,6.2,7.6,4.9,1.8,No,Offline,Average,Average,Yes,3,High,5.8,B,0.77,1,Positive,2.2,2.0,4.3,2.2,3.7,4.4,2.9
17,Male,4.61,88.3,7.8,8.6,5.0,2.02,Yes,Offline,Average,Good,No,2,Middle,6.2,B,0.43,1,Positive,3.3,3.2,2.8,2.7,3.9,3.9,2.1
25,Male,6.27,71.9,6.6,3.7,7.0,1.81,Yes,Offline,Good,Good,Yes,3,Low,6.7,A,0.56,1,Positive,3.3,4.7,5.0,2.8,4.5,3.8,3.4
20,Male,6.46,85.5,8.9,3.0,6.9,1.8,No,Offline,Good,Poor,Yes,2,Middle,4.8,A,0.51,0,Neutral,4.9,3.9,3.1,4.1,2.9,4.6,3.3
22,Male,7.01,82.2,6.7,7.2,4.0,1.64,Yes,Offline,Average,Average,Yes,1,High,6.2,B,0.46,1,Positive,2.0,2.6,1.1,4.1,3.0,4.7,2.2
18,Female,4.67,84.1,8.9,5.7,3.2,2.04,Yes,Offline,Poor,Good,No,2,Middle,5.4,A,0.6,1,Positive,5.0,3.0,3.7,4.3,1.9,5.0,2.8
17,Female,5.98,87.4,5.4,6.6,5.1,1.99,No,Online,Average,Excellent,Yes,3,High,5.2,A,0.88,1,Positive,3.5,2.7,4.9,1.7,2.4,3.0,2.2
19,Male,3.57,77.0,8.1,6.3,5.7,2.06,No,Offline,Average,Poor,No,0,Middle,7.3,B,0.18,1,Neutral,4.2,1.7,4.8,3.3,1.0,3.6,2.3
23,Female,5.72,75.2,6.8,8.2,3.3,1.91,No,Online,Good,Average,No,2,Low,2.8,A,0.49,0,Neutral,3.6,2.6,3.0,3.0,4.0,5.0,2.0
18,Female,5.96,69.4,8.0,5.3,4.9,1.5,No,Offline,Average,Excellent,No,1,Low,4.1,B,0.18,2,Positive,2.3,2.4,1.8,2.8,2.6,3.8,3.9
25,Female,4.0,83.3,6.2,3.9,2.1,1.64,No,Online,Poor,Good,Yes,3,Middle,7.3,B,0.18,0,Positive,2.4,3.6,4.4,2.9,4.4,3.9,2.8
19,Male,0.68,79.5,7.4,4.2,5.1,1.7,No,Online,Average,Average,Yes,0,Low,4.1,D,0.27,2,Neutral,3.0,3.8,2.4,2.4,3.2,4.9,4.0
19,Male,3.7,63.0,7.6,4.0,0.8,1.39,Yes,Hybrid,Average,Excellent,Yes,1,Middle,5.0,B,0.88,2,Negative,1.5,2.5,4.7,3.8,2.2,5.0,3.3
18,Male,10.13,80.7,6.0,4.6,2.7,1.85,No,Online,Average,Good,No,1,High,4.3,A,0.63,0,Neutral,1.4,2.8,3.2,4.7,1.4,3.9,1.9
17,Female,4.8,84.2,7.3,7.0,3.7,1.72,No,Hybrid,Poor,Good,Yes,3,Middle,4.5,B,0.43,0,Positive,2.4,2.6,2.8,3.7,1.0,3.2,3.9
24,Male,3.73,82.0,6.6,4.5,4.8,2.14,No,Online,Average,Excellent,No,0,Middle,6.1,A,0.4,2,Positive,3.7,3.0,3.2,2.4,1.7,4.9,2.9
25,Male,5.21,77.5,5.6,7.7,1.2,0.97,No,Offline,Poor,Excellent,No,1,Middle,7.9,C,0.71,2,Positive,2.3,4.1,2.8,2.6,3.5,4.7,1.3
22,Male,7.22,87.6,8.0,5.9,4.5,1.7,No,Online,Poor,Average,Yes,1,Low,3.6,A,0.53,2,Neutral,2.9,2.4,2.0,4.3,3.6,4.3,4.0
18,Female,5.66,74.7,6.8,4.7,3.8,2.17,Yes,Offline,Average,Average,No,2,Middle,2.6,A,0.41,1,Positive,2.9,1.3,3.0,3.3,3.1,3.4,1.7
19,Male,4.59,65.5,5.0,4.2,6.1,1.73,No,Offline,Poor,Average,Yes,2,Middle,5.0,B,0.23,2,Positive,4.0,2.7,3.4,4.2,3.2,4.9,3.8
21,Male,2.44,95.3,7.6,3.2,7.4,2.07,Yes,Offline,Poor,Poor,Yes,2,Middle,6.2,B,0.3,0,Neutral,3.4,4.5,5.0,2.7,1.7,4.9,3.1
27,Male,4.4,66.0,6.6,6.0,4.3,2.14,No,Offline,Good,Poor,Yes,2,Middle,4.1,A,0.89,0,Negative,3.9,2.9,4.4,3.9,2.0,4.5,3.3
19,Male,2.61,83.2,7.1,10.0,3.9,1.75,No,Offline,Average,Average,Yes,0,High,6.1,C,0.65,0,Neutral,4.2,2.1,4.3,1.5,2.2,4.4,2.1
23,Female,5.7,98.0,7.1,6.1,2.6,1.39,No,Online,Average,Excellent,No,1,Middle,3.1,A,0.38,2,Positive,2.0,1.6,3.7,1.6,3.4,5.0,1.7
20,Male,8.0,75.6,7.5,5.4,1.9,2.19,No,Hybrid,Average,Excellent,No,2,Low,4.4,A,0.62,2,Positive,1.0,2.6,3.9,3.9,1.8,5.0,2.3
19,Male,7.1,92.5,6.0,6.1,3.6,1.36,No,Online,Poor,Good,Yes,1,High,5.8,B,0.78,1,Positive,2.6,3.8,4.3,3.2,3.6,4.8,2.6
20,Female,3.81,78.2,6.1,7.9,2.0,2.09,No,Offline,Good,Good,No,2,High,5.6,A,0.44,1,Neutral,4.1,3.2,4.9,1.0,1.8,5.0,2.3
17,Male,3.03,77.8,8.3,5.2,3.5,1.58,Yes,Offline,Good,Poor,Yes,1,Middle,7.3,C,0.44,0,Negative,3.7,3.9,3.9,2.4,4.1,5.0,3.0
24,Male,2.21,62.9,6.3,4.6,2.8,1.45,No,Offline,Good,Average,Yes,2,Middle,8.1,C,0.5,2,Neutral,2.6,1.8,3.6,3.3,2.0,3.5,2.8
19,Female,5.88,87.0,6.8,2.3,5.6,1.98,No,Hybrid,Average,Poor,Yes,2,High,3.7,A,0.84,0,Positive,4.9,3.7,3.6,3.4,2.1,3.3,2.4
23,Male,6.13,74.1,4.7,2.1,4.0,1.34,Yes,Hybrid,Poor,Good,No,1,High,5.6,B,0.93,2,Positive,3.8,1.5,4.9,4.7,3.7,3.5,3.5
17,Male,6.57,88.0,7.6,5.7,3.3,1.65,No,Hybrid,Average,Average,No,2,Middle,2.4,A,0.54,0,Neutral,2.4,2.6,4.8,2.8,3.0,4.4,2.7
27,Male,5.67,71.7,7.0,5.0,4.0,1.79,Yes,Offline,Poor,Excellent,No,1,Middle,5.6,B,0.82,2,Positive,4.2,3.0,4.8,2.8,3.1,3.8,2.7
18,Female,2.57,81.7,7.4,1.9,4.6,1.49,Yes,Hybrid,Good,Good,No,2,Middle,3.1,B,0.1,0,Neutral,1.4,4.2,2.8,1.9,3.6,5.0,4.8
25,Female,1.15,82.0,8.5,3.7,3.1,1.86,No,Offline,Average,Average,Yes,3,Low,4.2,B,0.34,0,Neutral,3.3,3.7,3.2,4.0,3.0,4.4,3.0
24,Female,7.21,93.7,7.7,6.1,3.6,1.88,No,Hybrid,Good,Average,Yes,3,Middle,2.7,A,0.84,1,Positive,2.5,3.6,5.0,4.8,4.1,4.1,4.1
27,Female,3.31,88.7,7.4,3.9,3.4,2.04,No,Hybrid,Good,Good,No,2,Middle,6.3,A,0.53,1,Negative,2.9,4.0,4.7,4.2,2.4,3.3,2.2
21,Male,8.77,68.9,8.9,2.8,5.5,1.75,Yes,Online,Poor,Excellent,No,3,Middle,4.9,A,0.68,1,Neutral,3.6,3.0,4.4,4.5,3.0,4.2,4.1
23,Male,0.77,89.8,8.2,7.2,3.8,1.77,No,Offline,Poor,Good,Yes,0,Low,4.4,C,0.39,0,Neutral,3.9,1.4,2.7,1.0,3.7,5.0,2.4
20,Female,2.77,79.3,7.9,5.4,6.8,1.83,Yes,Offline,Average,Average,No,2,High,6.9,C,0.68,2,Negative,3.1,3.1,4.6,2.7,4.3,5.0,2.5
18,Female,3.11,73.6,7.3,5.7,7.0,1.72,Yes,Online,Average,Good,Yes,1,Middle,5.6,B,0.59,2,Neutral,2.8,3.3,5.0,1.3,2.0,5.0,2.7
20,Male,5.5,75.9,7.4,4.5,3.6,1.77,Yes,Offline,Average,Average,Yes,2,Middle,4.2,A,0.74,0,Positive,1.3,2.4,4.1,3.8,2.6,4.9,2.6
18,Female,6.3,90.0,8.5,4.1,3.9,1.46,Yes,Offline,Average,Excellent,No,2,Middle,4.9,A,0.29,2,Positive,1.4,2.9,1.1,2.9,3.0,4.2,1.9
28,Male,3.87,64.5,6.0,2.8,3.4,1.74,No,Offline,Poor,Good,No,1,Middle,1.0,B,0.15,1,Neutral,1.0,3.6,5.0,2.9,3.0,4.5,5.0
18,Male,6.16,75.5,6.1,5.6,4.5,1.62,Yes,Offline,Poor,Good,Yes,1,Middle,1.0,A,0.26,0,Positive,3.2,3.9,4.3,2.4,3.3,3.9,3.8
22,Male,2.37,69.5,6.4,4.1,5.3,1.28,No,Hybrid,Good,Good,Yes,2,Middle,7.0,B,0.8,0,Positive,3.9,1.8,3.4,3.8,4.0,4.7,1.7
22,Male,3.97,80.5,5.9,7.1,4.9,2.01,Yes,Offline,Poor,Good,No,2,Middle,5.1,B,0.19,2,Positive,1.0,3.4,3.2,2.5,3.4,4.5,3.2
21,Female,2.54,77.6,6.3,6.6,4.0,1.07,No,Offline,Good,Average,No,0,Middle,6.0,D,0.41,0,Neutral,4.1,2.5,3.4,3.8,2.6,5.0,1.6
22,Female,3.85,68.7,7.5,5.3,5.8,1.92,No,Online,Average,Poor,No,1,Middle,3.6,C,0.38,0,Neutral,4.4,2.6,3.2,3.1,3.7,4.2,2.6
18,Male,3.68,77.8,8.4,6.3,2.7,1.64,No,Offline,Average,Average,No,2,Middle,3.7,A,0.74,1,Neutral,3.2,3.6,3.9,4.0,5.0,4.0,3.0
